App ID,App Name,App Size,App Languages,App Category,App Age Rating
1341734085,"Aditum
 4+",1.2 MB,English,Productivity,4+
6449712658,"MyMatchPro
 4+",91.7 MB,English,Sports,4+
1634489847,"G24 - Coyol
 12+",35.4 MB,English,Productivity,12+
1665987735,"Ekrea
 4+",38.2 MB,English,Productivity,4+
1026669896,"Fantacalcio: Guida per l'Asta
 4+",68 MB,English,Sports,4+
1371471551,"Swish Live : Camera Scoreboard
 4+",130.6 MB,"English, French, German, Hindi, Italian, Japanese, Polish, Portuguese, Russian, Spanish",Sports,4+
977629806,"Leghe Fantacalcio???? Serie A TIM
 4+",128.6 MB,Italian,Sports,4+
1440710494,"SportCam - Video & Scoreboard
 4+",69.5 MB,"English, French, German, Hindi, Italian, Polish, Portuguese, Russian, Spanish",Sports,4+
1515890322,"Fantacalcio ???? Serie A TIM
 4+",70.1 MB,Italian,Sports,4+
562191381,"Wyscout
 4+",26 MB,"English, French, German, Italian, Portuguese, Russian, Spanish, Turkish",Sports,4+
1331390110,"KTAM PVD FUND
 4+",65.9 MB,"English, Catalan, French, German, Italian, Polish, Portuguese, Simplified Chinese, Spanish",Finance,4+
1577729558,"KTAM FACE TO FACE
 17+",24.3 MB,English,Finance,17+
1440020494,"TISCO My Funds
 4+",207 MB,"English, Thai",Finance,4+
1534522091,"Krungthai BUSINESS
 4+",452.7 MB,"English, Thai",Finance,4+
531636557,"WealthMagik
 4+",79.9 MB,English,Finance,4+
1398810617,"SCBAM Fund Click
 4+",47.2 MB,English,Finance,4+
1558410026,"Streaming Fund?????+?????
 4+",98.2 MB,"English, Thai",Finance,4+
1292234296,"BBLAM Mobile App
 4+",21 MB,English,Finance,4+
1542775426,"Maejo Co-op?????.?????
 4+",52.3 MB,English,Finance,4+
1665881356,"Gold2Go by InterGOLD
 17+",47.9 MB,English,Finance,17+
1596873426,"BF Fund Trading
 4+",98.4 MB,"English, Thai",Finance,4+
1482589481,"SEC Bond Check
 4+",13.6 MB,English,Finance,4+
1463442203,"?????????????????????????????????????????????????????????????????????????????????
 4+",32.5 MB,English,Finance,4+
1136830637,"Lisk Wallet by Freewallet
 4+",18.8 MB,English,Finance,4+
6443813230,"StockRadars PLUS
 4+",56.8 MB,"English, Thai",Finance,4+
6477230601,"Broovs
 17+",33.8 MB,English,Social Networking,17+
1659819419,"Metatime
 17+",22.8 MB,English,Finance,17+
1571755170,"Peercoin Wallet
 4+",44 MB,English,Finance,4+
1610497530,"Tapbit
 4+",72.2 MB,"English, Japanese, Korean, Portuguese, Turkish",Finance,4+
1665185840,"Signal Crypto Pro & trading
 4+",36.1 MB,English,Finance,4+
6444928783,"CoinTR Pro: Buy BTC& ETH& MEME
 17+",142 MB,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese, Turkish",Finance,17+
1613290223,"Salkaaram
 4+",80.8 MB,English,Shopping,4+
1635912235,"Mall of Qatar
 4+",71.9 MB,English,Shopping,4+
1620798146,"The Sweet Collective
 9+",45.9 MB,English,Shopping,9+
1437895752,"Spurr
 4+",56.2 MB,"English, Indonesian, Malay",Lifestyle,4+
1628752001,"Weelo
 4+",73.3 MB,"English, French, Italian",Travel,4+
472750001,"BicinCitt??????????????
 4+",61.2 MB,"English, German, Italian, Spanish",Travel,4+
6444776440,"Urban Retreat
 4+",70.2 MB,English,Lifestyle,4+
1564307187,"E-Dway Electric Mobility
 4+",100.8 MB,English,Travel,4+
1258546477,"MiMoto by Helbiz
 17+",160.1 MB,"English, Italian",Travel,17+
1607773958,"Pecman Customer
 4+",147.9 MB,English,Lifestyle,4+
6450756848,"Go Adventure Watch
 4+",6.6 MB,English,Navigation,4+
1443765637,"Elite Club by MO Kuala Lumpur
 4+",31.4 MB,"English, Simplified Chinese, Traditional Chinese",Lifestyle,4+
1561995737,"Bidzapp
 4+",72.3 MB,English,Shopping,4+
1560811226,"drivio
 4+",78.9 MB,English,Travel,4+
1331759336,"PS Partners
 12+",56.6 MB,English,Lifestyle,12+
6476833856,"Natureland Spa Therapy
 17+",61.1 MB,English,Lifestyle,17+
1562292075,"MDPG Payment
 17+",19.3 MB,English,Lifestyle,17+
902582006,"MY Card from JASPAL
 4+",37.4 MB,English,Lifestyle,4+
869053224,"Nest Seekers International
 4+",24.2 MB,English,Lifestyle,4+
1235987570,"Boost App Malaysia
 4+",417.3 MB,"English, Malay",Lifestyle,4+
507457693,"Outdoor Swimmer
 4+",53.5 MB,English,Sports,4+
1048383709,"Swim PB Lite
 4+",5.9 MB,"English, Italian",Sports,4+
1469038922,"LaneVision
 4+",151.3 MB,"English, Japanese, Korean, Simplified Chinese, Spanish",Sports,4+
1596775734,"Tiffany's Swim School
 4+",11.8 MB,"English, Dutch, French, German, Italian, Portuguese",Sports,4+
1476066574,"H2Coach: Swim Better
 4+",145.8 MB,"English, German",Sports,4+
1444526174,"Workouts X
 4+",64.8 MB,"English, Dutch, French, German, Italian, Portuguese, Spanish",Sports,4+
6464078465,"Bayut Egypt
 4+",186.9 MB,"English, Arabic",Lifestyle,4+
1493511485,"Rizek - Home Services
 4+",142.3 MB,"English, Arabic",Lifestyle,4+
1617094300,"Qaymit ElArosa - ???????????????????? ??????????????????????????????????????
 4+",128.5 MB,English,Lifestyle,4+
6464589462,"Booker Provider
 17+",72.1 MB,English,Lifestyle,17+
6464587492,"Booker
 17+",106.2 MB,English,Lifestyle,17+
1081440836,"Prayer Now : Azan Prayer Times
 4+",141.8 MB,"English, Arabic",Lifestyle,4+
6447362279,"????????????????????????????????????????????????????
 4+",38.6 MB,Simplified Chinese,Finance,4+
6475275218,"??????????????????????????????????
 4+",198.5 MB,"English, Korean, Simplified Chinese, Traditional Chinese",Finance,4+
1436253811,"??????????????????????????????????????????????
 4+",70.5 MB,"English, Simplified Chinese",Finance,4+
1536109626,"??????????????????????????????????????????????????????????
 4+",111.9 MB,Simplified Chinese,Finance,4+
1546165761,"???????????????????????????????????????????
 4+",47.8 MB,"English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Finance,4+
1486080094,"Taskty -Cleaning & Maintenance
 4+",45.7 MB,English,Lifestyle,4+
1671104805,"???????????????? ??????????????????????????????????????
 17+",12.7 MB,Arabic,Lifestyle,17+
1499944484,"??????????????????????????????
 9+",32.9 MB,English,Lifestyle,9+
1594176538,"Hawi | ??????????????????????????
 4+",131.1 MB,English,Lifestyle,4+
6450844788,"Star Padel EG
 4+",75.7 MB,English,Sports,4+
1571624843,"Champions
 17+",72.2 MB,"English, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Macedonian, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Sports,17+
1589781592,"Spartacus Sports
 17+",72.6 MB,English,Sports,17+
914375165,"Major Prep Sports
 4+",137.3 MB,English,Sports,4+
6457265680,"CornerPro - Livescores
 4+",70.8 MB,English,Sports,4+
6450113057,"My Replay Sports
 4+",56.6 MB,English,Sports,4+
1602141172,"elDoktor - Doctor App
 17+",125.6 MB,English,Medical,17+
1602386463,"elDoktor
 17+",229.4 MB,English,Medical,17+
1431776088,"ElCoach - Workout & Meal Plans
 4+",87.8 MB,English,Health & Fitness,4+
1528993866,"Elezaby
 12+",61.3 MB,"English, Arabic",Medical,12+
1456762711,"3D Organon Anatomy Enterprise
 12+",1.1 GB,English,Medical,12+
1563435681,"Bounce The Bee
 4+",143.8 MB,English,Games,4+
1624747097,"Draw Snake Eating
 4+",99.5 MB,English,Games,4+
6444581805,"Emoll App
 4+",147.5 MB,"English, Albanian, Arabic, Bosnian, Burmese, Cambodian, Czech, Dutch, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Kurdish, Laotian, Malay, Marathi, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swahili, Swedish, Tamil, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Lifestyle,4+
1555004013,"Beetle und PANZER
 12+",138.2 MB,Japanese,Games,12+
6443969331,"Buzz Chat Lite
 12+",13.2 MB,English,Social Networking,12+
1661066320,"Evil Monster Hide & Seek Craft
 9+",228.6 MB,"English, French, German, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",Games,9+
1673249296,"DIY Boyfriends
 9+",218.3 MB,English,Games,9+
6476919617,"SKIE LIVE
 4+",3.5 MB,English,Education,4+
1642042361,"BGLOOM
 17+",2.8 MB,English,Business,17+
639579673,"Ant Squisher 2
 4+",22.7 MB,English,Games,4+
1592541152,"MyShorts
 17+",101.5 MB,English,News,17+
1567397432,"Eastern Aroostook RSU 39
 4+",30.8 MB,English,Education,4+
1565842843,"MSAD #45
 4+",26.3 MB,English,Education,4+
1474105650,"Easton School Department
 4+",41.2 MB,"English, Spanish",Education,4+
6471010166,"AOS 43 (MSAD 31 + MSAD 41?????)?????
 4+",40.9 MB,"English, Spanish",Education,4+
1494951894,"Southern Aroostook
 4+",39 MB,"English, Spanish",Education,4+
1470967110,"RSU 57, Maine
 4+",23.7 MB,English,Education,4+
6448470109,"FinTech
 4+",25.6 MB,English,Education,4+
1645557455,"Englishawy
 4+",60.4 MB,"English, Arabic",Education,4+
6444340184,"All In One
 4+",25.1 MB,English,Education,4+
1662526323,"Ta3limy - ??????????????????????????????????
 4+",32 MB,"English, Arabic",Education,4+
1615432105,"YallaStep
 4+",25.1 MB,English,Education,4+
6444671146,"MarkSheet: answer sheet
 4+",41.1 MB,"English, Japanese",Education,4+
1546817219,"Hamad's Dental Managements
 17+",173.9 MB,English,Education,17+
1639379030,"Chemistry Academy
 17+",169.7 MB,English,Education,17+
1575781604,"DR MOHAMED AYMAN
 4+",39.8 MB,"English, Arabic",Education,4+
1616002892,"???????????????????????? ???????????????????????????????? ??????????????????????????????????
 4+",40.1 MB,English,Education,4+
6443684085,"Stone Identifier
 4+",62.8 MB,English,Education,4+
6443995438,"Private Hidden Photo Vault App
 17+",33.5 MB,English,Photo & Video,17+
6475089387,"Passport Photo Maker?????+?????
 4+",15.5 MB,English,Photo & Video,4+
532545204,"Reading App for Kids with Math
 4+",109.9 MB,English,Education,"4+, Made for Ages 6?????8"
1499058604,"Home workout - muscle builder
 4+",88.5 MB,"English, French, German, Russian, Spanish",Health & Fitness,4+
6465793892,"The Varsity App
 4+",16.3 MB,English,Health & Fitness,4+
1459260367,"TapeReal: Community
 12+",74.5 MB,English,Photo & Video,12+
1641543445,"Intermittent Fasting: Tracker
 4+",71.9 MB,English,Health & Fitness,4+
1637659325,"StayBeast: Fitness & Workouts
 4+",164.5 MB,"English, Arabic",Health & Fitness,4+
1537994331,"Pro Raw Manual Camera App
 4+",33 MB,English,Photo & Video,4+
1528068507,"inStory Story maker & Layout
 4+",180.6 MB,"English, Russian",Photo & Video,4+
1578645939,"Bedtime stories: Magic Sleep
 4+",67.1 MB,English,Health & Fitness,4+
1606614631,"RushCap: Add Subtitle to Video
 4+",32.7 MB,"English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",Photo & Video,4+
1643638952,"NCLEX PN Prep
 4+",59.4 MB,English,Medical,4+
1645492678,"EMT Exam 2024
 4+",73.1 MB,English,Medical,4+
1580098029,"Greeko - Aluno
 4+",40.5 MB,English,Productivity,4+
1486914048,"Soluzion
 17+",67.6 MB,"English, Portuguese, Spanish",Productivity,17+
1658604010,"SGP TMR Saicon
 4+",54.4 MB,English,Productivity,4+
6444657019,"EuRota Gestor
 4+",32.4 MB,English,Productivity,4+
1570497775,"PrintSafe
 4+",70.3 MB,English,Productivity,4+
6443700992,"UnitySend - Money Transfer
 4+",130.2 MB,English,Finance,4+
1458920918,"Aqila Lavoura
 4+",24 MB,English,Productivity,4+
1055641127,"Small World Money Transfer
 4+",77.5 MB,"English, French, German, Italian, Portuguese, Spanish",Finance,4+
1567353706,"AiDEMoney
 4+",26.3 MB,English,Finance,4+
6444011906,"LolliCash
 4+",123 MB,English,Finance,4+
1549983218,"NALA Send Money to Africa
 4+",134.7 MB,"English, French",Finance,4+
1492022568,"Afriex - Money transfer
 4+",120.6 MB,English,Finance,4+
1562984634,"Cloud RC
 4+",79.2 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish",Utilities,4+
1441187507,"Symbo Home Blue
 4+",148.1 MB,"English, Czech, Polish, Romanian, Slovak",Utilities,4+
1454333433,"Smart Water Tech
 4+",46 MB,English,Utilities,4+
1610229406,"Zero Charging
 4+",63.8 MB,"English, Russian",Utilities,4+
1207190467,"Goldair
 4+",195 MB,"English, Arabic, Azerbaijani, Belarusian, Bengali, Bosnian, Bulgarian, Burmese, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Hausa, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Javanese, Kashmiri, Kazakh, Kinyarwanda, Korean, Laotian, Latvian, Lithuanian, Macedonian, Malay, Marathi, Mongolian, Nepali, Norwegian Bokm????l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese",Utilities,4+
6448004738,"Coin Value Identifier Scanner
 17+",63.7 MB,English,Utilities,17+
6451418771,"SINET CISOConnect
 17+",53.9 MB,English,Business,17+
1619639346,"SideMatch
 17+",74.3 MB,English,Games,17+
1517115416,"Executive Leadership Support
 17+",90.5 MB,"English, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Lithuanian, Norwegian Bokm????l, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Business,17+
1670698427,"LLDC3
 17+",78 MB,"English, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Lithuanian, Norwegian Bokm????l, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Business,17+
1601917191,"NetDiligence Global Events
 17+",65.3 MB,"English, Bulgarian, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Korean, Norwegian Bokm????l, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Business,17+
1627895131,"CoffeeClear
 17+",66.7 MB,English,Games,17+
1562123267,"MyEve - Alfen Charge Equipment
 4+",28.2 MB,English,Business,4+
1632482221,"SIMB 2022
 4+",20.4 MB,"English, Dutch, French, German, Italian, Portuguese",Business,4+
1569192805,"Happy Tree Coloring Book
 4+",109.9 MB,English,Games,4+
6456889501,"Merge Banana Cat: Hide & Seek
 4+",213.5 MB,English,Games,4+
1660531593,"Merge Alphabet Room Maze Games
 4+",190.2 MB,English,Games,4+
1594341878,"Mega: Education
 4+",27.3 MB,"English, Arabic",Education,4+
1550787511,"???????????????????????????????? ??????????????????????????
 4+",40.4 MB,English,Education,4+
1661759970,"???????????????????????????????? ???????????????????????? | SHA
 17+",82.1 MB,English,Education,17+
6463421748,"ALM WIPL
 4+",24.7 MB,English,Business,4+
1576560799,"E-Teaching
 12+",105.7 MB,English,Education,12+
6443651453,"Enjoy Learning Academy
 4+",52.3 MB,English,Education,4+
1547002158,"Tarateel AlQuran ???????????????????????? ??????????????????????????????????
 4+",52.8 MB,"English, Arabic",Reference,4+
6443656367,"Onafes
 12+",57.1 MB,English,Education,12+
1586415796,"Sabora TV
 4+",106.1 MB,English,Education,4+
1625936073,"MCCA Connect
 4+",34.1 MB,English,Business,4+
1488024926,"Thatek| Boost Your Confidence
 4+",90.4 MB,English,Education,4+
6451339324,"Neu
 4+",29 MB,English,Education,4+
1478872572,"HNBA VIA Events
 17+",68.3 MB,"English, French, German, Japanese, Portuguese, Simplified Chinese, Spanish, Turkish",Business,17+
1190657790,"Learn French for beginners
 4+",44.3 MB,"English, French, German, Italian, Portuguese, Spanish",Education,4+
6499356672,"ACC WI 2024
 17+",5.4 MB,English,Business,17+
6444501122,"NBA-CLS
 4+",35 MB,English,Business,4+
1571737039,"OD Events
 17+",66.9 MB,"English, Bulgarian, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Korean, Norwegian Bokm????l, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Business,17+
1579314263,"El Masria edu - ???????????????? ??????????????????????????????????????
 4+",200.4 MB,English,Education,4+
1499658602,"Eazy Teachers
 4+",43 MB,English,Education,4+
1659421678,"Phrasal Verbs: English Grammar
 4+",53.7 MB,English,Education,4+
1664323283,"Paraphrase: Rephrase sentences
 12+",8.2 MB,English,Education,12+
1587330949,"Assyst ????? testing and exams
 4+",83.2 MB,"English, Arabic, Bengali, French, Georgian, German, Hindi, Italian, Japanese, Kazakh, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Ukrainian",Education,4+
1592293785,"Ukulele Lessons App
 4+",88.4 MB,"English, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, Georgian, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Lithuanian, Malay, Malayalam, Marathi, Persian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Tamil, Thai, Turkish, Vietnamese",Education,4+
6458537856,"AG-Academy
 4+",56.5 MB,English,Education,4+
6469416226,"El Share7
 4+",56.2 MB,English,Education,4+
6479165276,"Ibrahim El-Turkey
 4+",59 MB,English,Education,4+
6443994364,"??????????????????????????????????
 4+",40.3 MB,English,Education,4+
1547187357,"EasySanawy - ???????????????? ??????????????????????????????
 4+",44.2 MB,English,Education,4+
1642166778,"KimCam
 4+",54.2 MB,English,Education,4+
1589952965,"???????????????? ??????????????????????????????????????
 4+",47.9 MB,English,Education,4+
1642019545,"Sameh Ibrahim -????/ ???????????????? ??????????????????????????????????????
 17+",82.1 MB,English,Education,17+
1562900883,"Elzomra
 4+",17.3 MB,English,Education,4+
6464400467,"??????????????????????????????????????
 4+",58.7 MB,English,Education,4+
1631148103,"MSBiology
 4+",26.6 MB,English,Education,4+
6459535302,"Utinho
 12+",17 MB,"English, Portuguese",Games,12+
6444131366,"Anda Pela Sombra
 12+",111.2 MB,"English, Portuguese",Games,12+
6451073064,"The Bridge: Crossing over
 9+",11.2 MB,"English, Portuguese",Games,9+
1658385347,"Trash Catch
 4+",7.6 MB,English,Games,4+
6444109159,"Wave Pong
 4+",24.5 MB,"English, Portuguese",Games,4+
1570693549,"iCone
 4+",1.9 MB,English,Games,4+
1600902450,"Alternativa Empregos
 17+",24.7 MB,English,Utilities,17+
1509000621,"Motomco
 17+",32.7 MB,"English, Portuguese, Spanish",Utilities,17+
6467776045,"HudBarbers
 4+",52.5 MB,English,Utilities,4+
1460605295,"Tecnosul PTT
 4+",24.1 MB,"English, Portuguese",Utilities,4+
1336308385,"Cocamar
 12+",43 MB,English,Utilities,12+
1572500653,"Rede Box
 4+",53.5 MB,English,Utilities,4+
6449159609,"Taleb
 4+",58.3 MB,"English, Arabic",Education,4+
1537992665,"Ajeep
 4+",76.6 MB,"English, Arabic, Turkish",Education,4+
1502245719,"??????????????????????????????????????????
 4+",42.1 MB,English,Education,4+
1602699513,"elmanhg - ???????????????????????? ??????????????????????????????????????????
 4+",49.3 MB,English,Education,4+
1355835856,"Nour Al-bayan - Tajweed
 4+",70.8 MB,English,Education,4+
1551381094,"???????????????????????????? ???????????????????????????? ??????????????????????????????????????
 4+",38.6 MB,English,Education,4+
1506256113,"Ashtar - ??????????????????????????
 4+",282.8 MB,English,Education,4+
6449441102,"Noon Academy
 4+",102.4 MB,English,Education,4+
1591939657,"???????????????????????????? ??????????????????????
 4+",186.6 MB,English,Education,4+
1597333028,"EgyClasses
 4+",26.2 MB,English,Education,4+
1612823021,"Key-Disp
 4+",289.5 MB,"English, Arabic, Azerbaijani, Belarusian, Bengali, Bosnian, Bulgarian, Burmese, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Hausa, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Javanese, Kashmiri, Kazakh, Kinyarwanda, Korean, Laotian, Latvian, Lithuanian, Macedonian, Malay, Marathi, Mongolian, Nepali, Norwegian Bokm????l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese",Utilities,4+
1540942437,"Aladwaa Education
 4+",120.8 MB,English,Education,4+
1458723615,"eBike Connect?????+?????
 4+",43.6 MB,English,Utilities,4+
1606715072,"No Sleep Mode
 12+",79 MB,English,Utilities,12+
1609421964,"BAFANG GO?????+?????
 17+",275.6 MB,"English, Czech, Simplified Chinese",Utilities,17+
1483313365,"KBeacon
 4+",10.3 MB,"English, Simplified Chinese",Utilities,4+
690001095,"Barcode-Studio
 4+",10.6 MB,"English, German, Russian, Simplified Chinese, Spanish",Utilities,4+
1348844624,"Chess Playground
 17+",362.6 MB,"English, Portuguese, Spanish",Games,17+
1582458619,"Starblind
 4+",120.4 MB,English,Games,4+
1526017347,"19barbers
 4+",47.4 MB,English,Utilities,4+
1633779855,"Mangavania Action Platformer
 4+",182.7 MB,English,Games,4+
1572516530,"Santa Cec????lia do Sul
 4+",53.4 MB,English,Utilities,4+
1385102259,"Vox Localiza
 4+",26.8 MB,Portuguese,Utilities,4+
1634565598,"SO.WE
 4+",178.2 MB,"English, Arabic, Azerbaijani, Belarusian, Bengali, Bosnian, Bulgarian, Burmese, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Hausa, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Javanese, Kashmiri, Kazakh, Kinyarwanda, Korean, Laotian, Latvian, Lithuanian, Macedonian, Malay, Marathi, Mongolian, Nepali, Norwegian Bokm????l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese",Utilities,4+
6464524259,"Building Demolish: Destruction
 12+",419.9 MB,English,Games,12+
1392975040,"Habiteto Relacionamento
 4+",34.2 MB,English,Utilities,4+
1551320160,"App +Gest????o
 17+",4.8 MB,English,Utilities,17+
6444363402,"kaapo
 4+",54.9 MB,English,Finance,4+
1181435274,"Gold volcano
 4+",14.8 MB,English,Games,4+
6450060456,"Mazemerizing
 17+",113.4 MB,English,Games,17+
1549187308,"Apex: Buy, Sell & Trade Crypto
 4+",158.4 MB,English,Finance,4+
1628443545,"MY-EC NIGERIA
 4+",56.2 MB,English,Finance,4+
1527922541,"Koinstrap: Buy BTC, ETH, SHIB
 4+",26.4 MB,English,Finance,4+
1658409738,"Malo wallet
 4+",45.4 MB,English,Finance,4+
1622624126,"SekiApp
 4+",110.1 MB,English,Finance,4+
6443588289,"Flashchange
 4+",18.8 MB,English,Finance,4+
6452388483,"Everlogue
 4+",25.8 MB,English,Productivity,4+
6450143203,"iSahab
 4+",19.8 MB,"English, Arabic",Productivity,"4+, Made for Ages 6?????8"
6446606152,"AI-dea: AI Idea Concretization
 12+",86.5 MB,"English, Japanese",Productivity,12+
6445881564,"Goali
 4+",3.3 MB,"English, Arabic",Productivity,4+
6449212253,"Knowledge Robo - AI Chat
 17+",84.6 MB,"English, Arabic, Dutch, French, German, Italian, Japanese, Portuguese, Russian, Spanish, Thai, Ukrainian",Productivity,17+
6444082164,"Heydai
 4+",43.6 MB,English,Productivity,4+
1630639987,"Waicebon
 4+",11.5 MB,English,Shopping,4+
6448049529,"Tripoli International Fair
 4+",50.9 MB,"English, Arabic",Business,4+
6450265310,"Pronto Driver LY
 4+",56.2 MB,English,Business,4+
1495989995,"LIBANK
 4+",4 MB,"English, Arabic, French",Finance,4+
6444238654,"Kia Libya
 4+",84.4 MB,English,Business,4+
1558259281,"PharmaLink????????????????
 4+",51.3 MB,English,Business,4+
1632030767,"Tadawul-PAY
 17+",31.5 MB,"English, Arabic, French",Finance,17+
1588840429,"HAYYU Doc
 17+",107.6 MB,English,Lifestyle,17+
1551898065,"OneSmile
 4+",128.2 MB,English,Lifestyle,4+
1429621546,"Daily Haloha: Self Reflection
 12+",38.7 MB,English,Lifestyle,12+
738208474,"Nusaresearch
 17+",91.2 MB,Indonesian,Lifestyle,17+
1488704929,"Rukita - Apartments & Coliving
 4+",48.6 MB,English,Lifestyle,4+
6445865285,"???????????????????? | Riyada
 4+",75.4 MB,English,Education,4+
1568920165,"Borderline Personality Tracker
 12+",38.8 MB,English,Lifestyle,12+
6447293797,"???????????????????????????? ??????????????????????????????????????????????
 4+",53.8 MB,"English, Arabic",Utilities,4+
1619053135,"???????????????????? | Riyadah
 4+",44.9 MB,Arabic,Education,4+
6444340923,"???????????????????????????? ??????????????????????????????????
 9+",43.4 MB,English,Education,9+
6447380744,"???????????????????????????? ??????????????????????????????????????????????????????
 4+",51.6 MB,English,Education,4+
1572186327,"Dalil Iraq - ???????????????? ??????????????????????????????????
 4+",86.5 MB,English,Reference,4+
1632397642,"???????????? ??????????????????????????????????????
 4+",158.7 MB,English,Reference,4+
6474960633,"Ti.Live-Live stream app
 17+",239.2 MB,"English, Arabic, French, German, Hindi, Indonesian, Malay, Portuguese, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Social Networking,17+
1503304355,"Woilo : Photo, Video, Chat
 17+",185.5 MB,English,Social Networking,17+
1670007754,"Earthlink Connect
 4+",61.8 MB,English,Reference,4+
6461724986,"2Talk
 17+",129.7 MB,English,Social Networking,17+
6458536863,"Go Talenta
 4+",22.2 MB,English,Social Networking,4+
1512332223,"PAKKJ
 4+",58.2 MB,English,Social Networking,4+
1576150052,"BintanGO: CreatorSpace
 17+",92.4 MB,English,Social Networking,17+
6462793557,"L????ks H????rdavat B2B
 17+",2.3 MB,English,Shopping,17+
1639892781,"Konak
 17+",60.1 MB,English,Shopping,17+
6452277197,"Deniz H????rdavat B2B
 17+",26.4 MB,English,Shopping,17+
1658755486,"????stweld B2B
 4+",13.5 MB,English,Shopping,4+
6447061807,"Egetab H????rdavat
 4+",28.5 MB,"English, Arabic, French, German, Russian, Turkish",Shopping,4+
6449255372,"Medimovil911
 12+",25.5 MB,English,Medical,12+
1469258163,"Karao????lu B2B
 4+",20.4 MB,English,Shopping,4+
1487439135,"Midoctor24h
 12+",51.6 MB,"English, Spanish",Health & Fitness,12+
6470039910,"????????????????????????????????????-??????????????????????????????????????????????????????????????????????
 4+",40.9 MB,English,Lifestyle,4+
6450755473,"DiceLife
 4+",1.3 MB,"English, Arabic, French, Indonesian, Japanese, Malay, Portuguese, Russian, Spanish, Traditional Chinese",Entertainment,4+
6473195808,"????????????-????????????????????????????????????????????????????
 4+",14.9 MB,English,Lifestyle,4+
1449225427,"????????????Chan
 12+",23.6 MB,English,Entertainment,12+
1110320125,"??????????????????????????????????????????????????? Onliner
 4+",109.9 MB,Russian,Shopping,4+
6470507932,"????????????????????????-??????????????????????????????????????????????????????????????????????
 17+",73.9 MB,English,Lifestyle,17+
