App ID,App Name,App Size,App Languages,App Category,App Age Rating,Recommended IDs,Parent ID
1563218359,"USB Camera for Detail on Mac
 4+",33 MB,English,Photo & Video,4+,"[1563218361, 1673518618, 6447528640, 6453639083, 964565026, 1261046276, 1523677599, 6476429895, 661488661]","[1228996585, 1636236310, 6476429895, 1407706280, 1484428568]"
1486562403,"MediaLink Switcher
 4+",21.8 MB,"English, Japanese, Simplified Chinese, Thai, Traditional Chinese",Photo & Video,4+,"[1332469030, 1332469271, 1492926938, 1581209932, 1051147032, 957994139, 1504268538, 1261046276, 1581278019]",[1228996585]
1342541562,"BK WIFI
 4+",6.3 MB,English,Photo & Video,4+,"[1335052500, 1209745044, 1377044388, 1527380496, 1617242821, 1669447308, 1184106991, 1540023976, 1228996585, 1232126462, 1297887877, 1466598215, 1275018170]","[1228996585, 1484428568, 1636236310]"
1593007755,"NeckFit: Neck Exercises
 17+",132 MB,"English, Russian",Health & Fitness,17+,"[1593007757, 6473276574, 6497716500, 1531073734, 1494771315, 6443793164, 6444754970, 6450484096, 1134923920]","[1636236310, 1636236310, 1636236310]"
6473672621,"QRing
 4+",141.8 MB,"English, Arabic, Croatian, Czech, Danish, Dutch, Estonian, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Health & Fitness,4+,"[1598773245, 1598773243, 6450215258, 1513866809, 6446215233, 6449987678, 1603943181, 6472034068]","[1636236310, 1636236310, 1636236310]"
1501630907,"HealthTree - Health assistant
 12+",29.7 MB,"English, Simplified Chinese",Medical,12+,"[1500004845, 1539357755, 929581952, 1505788141, 1223838076, 1413644737, 1061544495]","[1636236310, 1636236310, 1636236310]"
6446705377,"Peaks: Circadian Rhythm
 4+",76.4 MB,"English, French, German, Italian, Polish, Portuguese, Simplified Chinese, Spanish",Health & Fitness,4+,"[1563696067, 1563696035, 1436592070, 1529584540, 6473270731, 1549904920, 1666522713, 6445799141]","[6453639083, 1636236310, 1636236310]"
1368396053,"Hear Me: Hearing Test
 4+",111.6 MB,English,Health & Fitness,4+,"[1727714813, 887768699, 1067630100, 1433904646, 1611165453, 1001095418, 1384848147, 932496645]","[6453639083, 1636236310, 1636236310]"
1633406895,"Mini Period Tracker - Calendar
 4+",80.8 MB,"English, French, German, Indonesian, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Vietnamese",Health & Fitness,4+,"[1093049282, 1555409668, 1601405237, 1093095134, 1634524440, 1628292828, 6473776476, 1621496253, 1617449560, 1064911742, 6449279967, 1603182312, 1569865429]","[6453639083, 1636236310, 1636236310]"
1577082754,"Subscriptions - Track Expenses
 4+",15.4 MB,"English, French, German, Italian, Japanese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Finance,4+,"[1577082996, 6453639083, 1519946553, 1499253615, 1502336248, 1059152023, 1551697409, 1507248426]","[6453639083, 6476429895]"
6443441166,"Accsoon SEE
 4+",125.8 MB,"English, Japanese, Simplified Chinese, Spanish",Photo & Video,4+,"[1503113127, 1305640297, 6447492267, 1643900558, 1554619768, 1460631425, 1514864599, 793232740, 1543734417]","[6453639083, 6453639083, 1487751011]"
6450313385,"Camo Studio Ã¢ÂÂ Streams & Video
 4+",45.5 MB,English,Photo & Video,4+,"[1483923950, 1514199064, 1483923951, 6453639083, 6466091161, 6456798479, 964565026, 1261046276, 1581363826]","[6453639083, 6453639083]"
1441094593,"Diri Fit
 12+",62.3 MB,"English, Arabic, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese",Health & Fitness,12+,"[1490523982, 1548880931, 1481435412, 1561317949, 1514892138, 1450500729, 1558595096]","[1484428568, 1484428568, 1484428568]"
1488583394,"Oral cam
 4+",7.3 MB,"English, Arabic, French, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Health & Fitness,4+,"[1488583393, 1542704186, 1484428568, 1447959921, 1493493642, 345950364, 984225820, 1622393645]","[1484428568, 1484428568, 1484428568]"
650291528,"ASAS App
 17+",55.2 MB,"English, Arabic, Bulgarian, Croatian, Danish, Dutch, French, German, Greek, Hebrew, Hindi, Hungarian, Italian, Japanese, Korean, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish",Medical,17+,"[650291731, 581905758, 1242758514, 1346646781, 1607469616, 6444170034, 1603222290]","[1484428568, 1484428568, 1484428568]"
972314631,"Ã§ÂÂ¹Ã¥ÂÂ°-Ã¤Â¸ÂÃ©ÂÂ¨Ã¦ÂÂÃ¦ÂÂ©Ã¥ÂÂ°Ã¥Â®Â¶Ã¦ÂÂÃ¢ÂÂªÃ¥ÂÂ¡Ã¢ÂÂ¬
 17+",40.9 MB,"English, Simplified Chinese, Traditional Chinese",Health & Fitness,17+,"[972314630, 1540696159, 1535175825, 1551997991, 6443540278, 1593981570, 1641417806, 6451381545]","[1484428568, 1484428568, 1484428568]"
1358813934,"Anura Lite
 12+",74.4 MB,"English, French, Italian, Japanese, Portuguese, Simplified Chinese, Spanish",Health & Fitness,12+,"[1358344371, 1195818087, 1529855341, 430133691, 1469601691, 837725433, 1121789860]","[1484428568, 1484428568, 1484428568]"
6466558694,"Lyman Borecam 2.0
 17+",64.1 MB,English,Utilities,17+,"[1694634756, 1540023976, 6462408151, 6476136530, 1567282856, 6472234562, 1539909265, 6467189167, 6478173941]",[1540023976]
6462408151,"Xscope
 4+",35.6 MB,"English, French, German, Italian, Japanese, Polish, Simplified Chinese, Spanish",Productivity,4+,"[1694634756, 1540023976, 6466558694, 1492358956, 6467128040, 1065360416, 1253025464, 1455234805, 1112040720]",[1540023976]
485247638,"Pill Monitor: Drug Minder
 4+",40.9 MB,"English, Czech, Dutch, French, German, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",Medical,4+,"[376557917, 466387763, 458537528, 473477150, 537916781, 453388583, 536425111, 889581369, 1661445027, 365191644, 6457108092, 847597596, 1129220048]","[1540023976, 1484428568, 1484428568]"
1232126462,"DEPSTECH
 4+",44.8 MB,"English, French, German, Italian, Japanese, Simplified Chinese, Spanish",Photo & Video,4+,"[1273797810, 1466598215, 1356392188, 1482995657, 1587297695, 1665410385, 1625997469, 1297887877, 1540023976, 511247887, 875842742, 1249235162, 1275018170]",[1540023976]
1297887877,"HD WiFi
 4+",9.5 MB,English,Photo & Video,4+,"[1214909933, 1508989833, 1275018170, 1315466152, 1319660165, 1404195213, 1214909934, 1466598215, 1540023976, 1232126462, 875842742, 1515339989, 1474774077]",[1540023976]
1466598215,"DEPSTECH-View
 4+",43.2 MB,"English, French, German, Italian, Japanese, Simplified Chinese, Spanish",Photo & Video,4+,"[1273797810, 1232126462, 1356392188, 1482995657, 1587297695, 1665410385, 1625997469, 1297887877, 1540023976, 875842742, 511247887, 1249235162, 1532482376]",[1540023976]
1597816542,"TopDirectorView
 4+",34 MB,"English, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1581209934, 1581209932, 1644447464, 6476429895, 1581278019, 6471483473, 1597412294, 1571995248, 1555812675, 1636996452, 594043002, 1541086068, 1042474385]",[1540023976]
1581209932,"TopDirector
 4+",83.2 MB,"English, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1581209934, 1597816542, 1644447464, 6476429895, 1581278019, 6471483473, 1597412294, 1261046276, 1051147032, 1571995248, 1261046610, 1486562403, 957994139]",[6476429895]
6471483473,"NDI Screen Capture
 4+",34.7 MB,"English, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1581209934, 1597816542, 1581209932, 1644447464, 6476429895, 1581278019, 1597412294, 6473455859, 6462423152, 1634064993, 1571995248, 6477544002, 1575790199]",[6476429895]
1581278019,"TopDirectorCam
 4+",37.1 MB,"English, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1581209934, 1597816542, 1581209932, 1644447464, 6476429895, 6471483473, 1597412294, 1541086068, 1571995248, 957994139, 6473455859, 1261046276, 1486562403]",[6476429895]
6456888175,"Capturino
 4+",43.9 MB,English,Photo & Video,4+,"[406150183, 1553501361, 6453359966, 6466091161, 6466961932, 6476429895, 6456798479, 6466973095]",[6476429895]
6473455859,"Stream Studio NDI Camera
 4+",4.6 MB,English,Photo & Video,4+,"[1501244900, 6471483473, 6462423152, 6476429895, 1581278019, 1644447464, 1541086068]",[6476429895]
1597412294,"TeleprompterMax
 4+",4.1 MB,"English, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1581209934, 1597816542, 1581209932, 1644447464, 6476429895, 1581278019, 6471483473, 1526086395, 1458812786, 1592452143, 1571995248, 1513916989, 1573217526]",[6476429895]
1644447464,"NDI Player
 4+",37.4 MB,"English, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1581209934, 1597816542, 1581209932, 6476429895, 1581278019, 6471483473, 1597412294, 1571995248, 1541086068, 1575790199, 6473455859, 1074065391, 1555812675]",[6476429895]
6499216448,"Camera Monitor 4K Video Assist
 4+",33 MB,English,Photo & Video,4+,"[1562864305, 1580432267, 1293733688, 1449999316, 1383011820, 1635459552, 1559557888, 6476429895, 1460753151, 6466961932, 1553066316, 1661727055, 6453359966]",[6476429895]
1571995248,"NDI Test Patterns
 4+",10.4 MB,English,Photo & Video,4+,"[573312611, 1485807933, 1477266080, 1501247823, 1619131702, 1483615863, 1597816542, 1644447464, 1581209932, 1581278019, 1555812675, 1541086068]",[6453639083]
6453359966,"VideoViewer Pro
 4+",16.1 MB,English,Photo & Video,4+,"[304855629, 1542256662, 1539355872, 6466091161, 6456888175, 6466973095, 6466961932, 6476429895, 6456798479]",[6453639083]
1377044388,"OtoScope
 4+",6.2 MB,English,Utilities,4+,"[1335052500, 1342541562, 1209745044, 1527380496, 1617242821, 1669447308, 1184106991, 1508989833, 1545319255, 1525487564, 1569752620, 1615937676, 1329491166]",[1209745044]
1617242821,"MATCO DUAL SCOPE
 4+",4.9 MB,English,Utilities,4+,"[1335052500, 1342541562, 1209745044, 1377044388, 1527380496, 1669447308, 1184106991, 1589799437, 1440060867, 1547761412, 1502034916, 1436819038, 6476737385]",[1209745044]
1527380496,"SOGWIFI
 4+",35.5 MB,"English, French, German, Italian, Japanese, Russian, Simplified Chinese, Spanish",Utilities,4+,"[1335052500, 1342541562, 1209745044, 1377044388, 1617242821, 1669447308, 1184106991, 1481179673, 1516054382, 1595515404, 1476810654, 1618583766, 1535774601]",[1209745044]
1669447308,"WIFI BORESCOPE DL
 17+",5.3 MB,English,Utilities,17+,"[1335052500, 1342541562, 1209745044, 1377044388, 1527380496, 1617242821, 1184106991, 1503511305, 1044199570, 6472234562, 6458878704, 6464238708, 1244995218]",[1209745044]
1184106991,"WiFi_Scope
 4+",7.4 MB,English,Photo & Video,4+,"[1335052500, 1342541562, 1209745044, 1377044388, 1527380496, 1617242821, 1669447308, 1362944225, 1275018170, 990501167, 1093741394, 1621428062, 701290091]",[1209745044]
1516239264,"InfiRayOutdoor
 4+",77.2 MB,"English, Simplified Chinese",Photo & Video,4+,"[1516230719, 1580206229, 1614218116, 6473877685, 1530781824, 1007797927, 6475651800, 1069593770, 1139645243, 1632073278, 1589965130, 1004081185, 1557510086]",[1209745044]
1170606381,"Feiyu ON
 4+",268.7 MB,"English, Czech, French, German, Italian, Japanese, Korean, Polish, Russian, Simplified Chinese, Spanish, Traditional Chinese",Photo & Video,4+,"[1131450408, 1568214103, 1327620365, 1487751011, 1131450409, 1468057679, 1523951807, 1554619768, 1282848185, 1460631425, 6446282107, 1543734417, 1643900558]",[1209745044]
1327620365,"Vicool
 4+",78.2 MB,"English, French, German, Italian, Japanese, Korean, Polish, Russian, Simplified Chinese, Thai, Traditional Chinese",Photo & Video,4+,"[1131450408, 1170606381, 1568214103, 1487751011, 1131450409, 1468057679, 1523951807, 1252568471, 1315541695, 1491125393, 1332469271, 1035130531, 1491105083]",[1487751011]
1131450409,"FY Cam
 4+",40 MB,"English, French, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1131450408, 1170606381, 1568214103, 1327620365, 1487751011, 1468057679, 1523951807, 1671376660, 1570096516, 1485594578, 1497083386, 1434260146, 1606632530]",[1487751011]
1568214103,"Feiyu SCORP
 4+",33 MB,"English, Czech, French, German, Italian, Japanese, Korean, Polish, Russian, Simplified Chinese, Spanish",Photo & Video,4+,"[1131450408, 1170606381, 1327620365, 1487751011, 1131450409, 1468057679, 1523951807, 1554619768, 1560260486, 6446672513, 1258982778, 1543734417, 6443441166]",[1487751011]
1468057679,"Smart Stabilizer
 4+",113.5 MB,English,Photo & Video,4+,"[1131450408, 1170606381, 1568214103, 1327620365, 1487751011, 1131450409, 1523951807, 1618718832, 1567101419, 921502929, 1490351799, 1611461487, 1478613894]",[1487751011]
1523951807,"Manfrotto Gimbal
 4+",179.3 MB,"English, Czech, French, German, Italian, Japanese, Korean, Polish, Russian, Simplified Chinese, Spanish, Traditional Chinese",Photo & Video,4+,"[1131450408, 1170606381, 1568214103, 1327620365, 1487751011, 1131450409, 1468057679, 1566807793, 1522019394, 1530195663, 846918884, 1371850704, 916568801]",[1487751011]
1441639746,"MOZA Master
 4+",78.7 MB,English,Photo & Video,4+,"[1105324151, 1380540775, 1241156985, 1600239016, 1322320588, 1345880299, 1524436183, 1376947780, 1643900558, 1543734417, 6443441166, 1554619768, 1305640297]",[1487751011]
6443398815,"Hover X1 - Self Flying Camera
 4+",221 MB,"English, Japanese, Simplified Chinese",Photo & Video,4+,"[1160211158, 1160211159, 1488072930, 1418854483, 1468638364, 1463672502, 1491299654, 1574156865, 1571426955, 1567512653]",[1487751011]
957334044,"Helicon Remote
 4+",19.9 MB,"English, Dutch, French, German, Italian, Japanese, Polish, Russian, Simplified Chinese, Spanish, Ukrainian",Photo & Video,4+,"[957334043, 1109286104, 1352808837, 1473608851, 1361146202, 974193500, 909332315, 1566339822]",[1487751011]
1599659331,"Benro Polaris
 4+",318.8 MB,"English, Dutch, French, German, Japanese, Korean, Polish, Simplified Chinese, Spanish, Traditional Chinese",Photo & Video,4+,"[1104883381, 1371850704, 1104883382, 1185942737, 1361146202, 898876435, 1367782034, 1538203364, 1284937882]","[1487751011, 1241570625]"
1532572439,"YCOnion
 4+",55.8 MB,"English, French, German, Japanese, Korean, Simplified Chinese, Traditional Chinese",Photo & Video,4+,"[1501669153, 1548680211, 1571839079, 1501669154, 1615358756, 1529218027, 1441639746, 1543734417, 1643900558, 1214567080, 793232740, 6443441166]",[1487751011]
6447528640,"Detail Mockup: Device Video
 4+",5.3 MB,English,Photo & Video,4+,"[1563218361, 1673518618, 1563218359, 1278628400, 1563845967, 1633937151, 6470584953, 473605999, 6446182511]",[1563218359]
1673518618,"Detail: Camera & Video Editor
 4+",101.1 MB,"English, Dutch, Finnish, French, German, Hindi, Indonesian, Japanese, Korean, Polish, Portuguese, Simplified Chinese, Spanish, Swedish, Vietnamese",Photo & Video,4+,"[1563218361, 1563218359, 6447528640, 956162595, 1607873167, 1579565437, 1588683096, 6464404342, 6443648413]",[1563218359]
964565026,"Shoot Pro Webcam & Telestrator
 4+",36 MB,"English, Japanese, Korean, Russian, Simplified Chinese, Spanish",Photo & Video,4+,"[501992448, 573844300, 1483226932, 1615779557, 1634602694, 1555812675, 1563218359, 1597816542, 6453639083, 1051147032, 1042474385]",[1563218359]
1261046276,"Cinamaker Capture
 4+",150.4 MB,English,Photo & Video,4+,"[1261046275, 6479362744, 1581209932, 1051147032, 957994139, 908386221, 1581278019, 1514019906]",[1563218359]
1523677599,"GetCam iOS webcam for PC & Mac
 4+",41.8 MB,English,Photo & Video,4+,"[1523677601, 1558958865, 1546556174, 964565026, 1526111127, 1563218359, 1517576850, 1578851752]",[1563218359]
661488661,"Remote Legacy
 4+",75.7 MB,"English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Photo & Video,4+,"[436577170, 6443816015, 1482338564, 1478041592, 436577167, 1450650398, 1239292847]",[1563218359]
1486681436,"MP4 Maker - Convert to MP4
 4+",27.9 MB,English,Productivity,4+,"[867175889, 6460934979, 1457115603, 1552382561, 1659688614, 1596786737, 1494410415, 1527391919, 349275540, 860858310, 1281374098, 1493793243, 1233997232]",[1563218359]
6460934979,"Screen Recorder Voice & Video
 4+",22 MB,"English, German, Portuguese, Spanish",Photo & Video,4+,"[867175889, 1457115603, 1486681436, 1552382561, 1659688614, 1596786737, 1494410415, 1470015029, 1401194574, 1415496382, 1295647284, 1635498058, 1489145709]",[1560984586]
1457115603,"Text Capture: Image to Text
 4+",83.7 MB,English,Productivity,4+,"[867175889, 6460934979, 1486681436, 1552382561, 1659688614, 1596786737, 1494410415, 1225032527, 1330207906, 1308003011, 1536347164, 1588056235, 1452449272]",[1560984586]
1552382561,"Dog Scan - Breed Identifier
 4+",230.3 MB,English,Lifestyle,4+,"[867175889, 6460934979, 1457115603, 1486681436, 1659688614, 1596786737, 1494410415, 1235741773, 1607326619, 1462026646, 1199338956, 1476456602, 1330109521]","[1560984586, 1437895752]"
1659688614,"Noise Reducer - audio enhancer
 4+",32.2 MB,"English, German, Hindi, Portuguese, Simplified Chinese, Spanish",Utilities,4+,"[867175889, 6460934979, 1457115603, 1486681436, 1552382561, 1596786737, 1494410415, 1658529296, 1607886443, 6447455081, 6462440955, 1617622133, 1620133431]",[1560984586]
1135183644,"Video Compressor & Reduce size
 4+",156.8 MB,"English, Arabic, Cambodian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian BokmÃÂ¥l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Photo & Video,4+,"[1052421453, 1113927435, 1097712544, 1093341397, 1111275298, 1352132869, 1141248157, 997699744, 1422359394, 1473857051, 1163846234, 1528281985, 1536338554]",[1560984586]
1596786737,"Video to Live Wallpaper
 4+",20.7 MB,English,Photo & Video,4+,"[867175889, 6460934979, 1457115603, 1486681436, 1552382561, 1659688614, 1494410415, 1523800998, 1497777142, 1397834699, 1525653194, 1383734598, 1361432382]",[1560984586]
997699744,"Video Compress - Shrink Vids
 4+",7 MB,"English, French, German, Japanese, Korean, Portuguese, Simplified Chinese, Spanish",Photo & Video,4+,"[682848918, 966242098, 1239697303, 1453701169, 899090224, 1045043882, 1155574945, 1422359394, 1473857051, 1135183644, 1163846234, 1536338554, 1528281985]",[1560984586]
1528281985,"Video Compressor & Converter
 4+",53.5 MB,"English, French, German, Japanese, Portuguese, Russian, Spanish",Photo & Video,4+,"[1451686644, 1463931354, 1451686645, 1488754127, 1457704919, 1481328134, 1500404522, 1135183644, 1560984586, 997699744, 1536338554, 1422359394, 1133417726]",[1560984586]
1520371417,"Video Compressor - resize all
 4+",4.9 MB,"English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Javanese, Korean, Malay, Norwegian BokmÃÂ¥l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Photo & Video,4+,"[1472204691, 1520370235, 1499326807, 1540733755, 1511543453, 1515893845, 1530364526, 1546946937, 1528281985, 6444719503, 6443604214, 997699744, 1560984586]",[1560984586]
