App ID,App Name,App Size,App Languages,App Category,App Age Rating,Recommended IDs,Parent ID
6464008697,"????????????word??????????????????????????????????
 4+",35 MB,"English, Simplified Chinese",Productivity,4+,"[1697825393, 6452721752, 6479395752, 6465572968, 1581251939, 6444059115, 6449875907, 6446928275, 6450207849]",[6450207849]
1576485569,"PDF Scanner??????Photo to PDF
 4+",100.8 MB,"English, French, German, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Productivity,4+,"[1413640329, 1450073148, 1599464590, 1438972334, 1619441053, 1598835335, 6444059115, 1463944919, 1542570430, 6450207849, 1271646620, 1386975827, 1366265585]",[6450207849]
1463944919,"Text Scanner??????Photo to PDF
 4+",213 MB,"English, French, German, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Productivity,4+,"[1463944918, 1494274513, 1550699726, 1545531708, 1473568605, 1576485569, 1542570430, 1544434255, 1439661114, 6450207849, 1519214076]",[6450207849]
1552607431,"???????????????????????????????????????????????????
 4+",24 MB,English,Education,4+,"[1547165441, 1548411923, 6461043893, 1557847378, 660597346, 1125810674, 1387762387, 1042961772, 1472720866, 1132981186]",[6450207849]
1535937343,"??????????????????????????????????-????????????????????????????????????????????????????????????????????
 4+",58.2 MB,Simplified Chinese,Education,4+,"[1472147687, 1346502579, 1346502551, 1541111739, 1153192044, 6443763900, 1517781747, 954166857, 1481190208, 1188540826]",[6451042818]
1526236130,"???????????????????????? QYScience
 4+",316 MB,"English, Simplified Chinese",Education,4+,"[1019985641, 1443058126, 1659191255, 1514773236, 1475119667, 1462614690, 1466965930, 1519723180, 1569362439, 1555631676, 1510177046, 1008075584, 1497109010]",[6451042818]
683284746,"???????????????????????????????????????????????????
 4+",24.1 MB,Simplified Chinese,Reference,4+,"[595161481, 767422976, 734415219, 595161478, 642273375, 625274950, 632689354, 877452772, 775462659, 686878792, 1270005095, 1574587467, 1015263425]",[6451042818]
1434042852,"??????????????????????????????????
 4+",356.3 MB,Simplified Chinese,Education,4+,"[1033400900, 1072051830, 1225815327, 1268239103, 1218259812, 1268248648, 1186134815, 6451042818, 1573946821, 1543318305, 1422958363, 623665926, 905743183]",[6451042818]
767422976,"????????????????????????????????????????? - ??????????????????????????????????
 4+",50 MB,English,Reference,4+,"[595161481, 734415219, 683284746, 595161478, 642273375, 625274950, 632689354, 879281862, 1270005095, 431562508, 920741677, 1197209563, 1330896529]",[6451042818]
1511271636,"Your Magic World
 4+",107.6 MB,"English, Russian, Simplified Chinese, Spanish, Traditional Chinese",Entertainment,4+,"[1261045705, 1593179741, 1530681225, 6464529174, 6473530967, 1072364191, 1067146012, 1599248634, 6450484286, 1564038534]",[6451042818]
1530681225,"Light IQ: logic riddles test
 4+",123.4 MB,"English, Russian, Simplified Chinese, Spanish",Entertainment,4+,"[1261045705, 1593179741, 1511271636, 6464529174, 1581631334, 1623629134, 1670747221, 1672758679, 6447257371, 1577787440]",[1593179741]
6464529174,"Pzlme
 4+",67.1 MB,"English, Hindi, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Games,4+,"[1261045705, 1593179741, 1511271636, 1530681225, 1616530707, 1479581971, 1628288910, 1604476553, 6445875585, 6475188380]",[1593179741]
6444198531,"????????????????????????????????????????
 12+",1.1 GB,Simplified Chinese,Games,12+,"[1653044979, 1519178452, 1592834113, 6466231560, 1568021161, 1628984196, 1671934764]",[1593179741]
1671430289,"Hogwarts Door Puzzle Solver
 4+",551.9 KB,English,Games,4+,"[1671430291, 1639319559, 6463722071, 1623810458, 1635137918, 6472642269, 1593179741]",[1593179741]
968722771,"Witchy World
 4+",96.3 MB,"English, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokm????l, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Games,4+,"[1259100707, 1160354175, 1024979276, 1001532860, 1436469696, 1459839842, 1474067964, 1080588341, 1177265103, 1135933404, 981400832, 1083356839, 1450249393]",[1593179741]
650291528,"ASAS App
 17+",55.2 MB,"English, Arabic, Bulgarian, Croatian, Danish, Dutch, French, German, Greek, Hebrew, Hindi, Hungarian, Italian, Japanese, Korean, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish",Medical,17+,"[650291731, 581905758, 1242758514, 1346646781, 1607469616, 6444170034, 1603222290]",[1593179741]
1488583394,"Oral cam
 4+",7.3 MB,"English, Arabic, French, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Health & Fitness,4+,"[1488583393, 1542704186, 1484428568, 1447959921, 1493493642, 345950364, 984225820, 1622393645]",[1484428568]
1539556236,"Fast Math: Brain Training
 4+",8.6 MB,"English, French, German, Japanese, Korean, Simplified Chinese, Traditional Chinese",Games,4+,"[803144645, 1403700342, 1471344150, 826453491, 6469050070, 1583156540, 1502827492, 1605213796, 1217088932, 1017186083, 1593179741, 1502868673, 1510484802]",[1484428568]
1434505322,"Harry Potter: Puzzles & Spells
 4+",276.1 MB,"English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Games,4+,"[295913422, 6502616286, 1635337354, 1497168487, 1525923587, 1597696999, 1096944783, 1215987103]",[1484428568]
972314631,"????????????-??????????????????????????????????????????????????????????
 17+",40.9 MB,"English, Simplified Chinese, Traditional Chinese",Health & Fitness,17+,"[972314630, 1540696159, 1535175825, 1551997991, 6443540278, 1593981570, 1641417806, 6451381545]",[1484428568]
1470125745,"The Academy: The First Riddle
 9+",811.9 MB,"English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Games,9+,"[1150830796, 6449434958, 1336928392, 1202839666, 1270205479, 1436616007, 1483451514, 1553740403, 1556904391, 1515323455, 1555995435, 1581718605, 1627128639]",[1484428568]
485247638,"Pill Monitor: Drug Minder
 4+",40.9 MB,"English, Czech, Dutch, French, German, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",Medical,4+,"[376557917, 466387763, 458537528, 473477150, 537916781, 453388583, 536425111, 889581369, 1661445027, 365191644, 6457108092, 847597596, 1129220048]",[1484428568]
1441094593,"Diri Fit
 12+",62.3 MB,"English, Arabic, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese",Health & Fitness,12+,"[1490523982, 1548880931, 1481435412, 1561317949, 1514892138, 1450500729, 1558595096]",[1484428568]
1644852399,"Decibel dB ????? Sound Level Meter
 4+",33.6 MB,English,Utilities,4+,"[1617775851, 6463116716, 1625877453, 1658522610, 6446272131, 6450421957, 6467196564, 1624503658, 1626613141, 1664703783, 6456399822, 1590850487, 1632314541]",[1484428568]
1155765869,"Jobsoid Recruiter
 4+",160.7 MB,English,Business,4+,"[1242257418, 1317773369, 1129816669, 1128755739, 1178277130, 6444432786, 1587410290, 1619046920]",[1619046920]
6446272131,"Dual Space ????? Parallel Accounts
 4+",18 MB,English,Reference,4+,"[1617775851, 6463116716, 1644852399, 1625877453, 1658522610, 6450421957, 6467196564, 6449225877, 6446400473, 1643422056, 6450986370, 6443683681, 6446089648]",[1619046920]
1625877453,"Find Lost Device - Air Tracker
 4+",37 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",Utilities,4+,"[1617775851, 6463116716, 1644852399, 1658522610, 6446272131, 6450421957, 6467196564, 1621720583, 1562810288, 1620888219, 1454491892, 1669028002, 1639040463]",[1619046920]
1358813934,"Anura Lite
 12+",74.4 MB,"English, French, Italian, Japanese, Portuguese, Simplified Chinese, Spanish",Health & Fitness,12+,"[1358344371, 1195818087, 1529855341, 430133691, 1469601691, 837725433, 1121789860]",[1619046920]
1658522610,"Dog Translator & Trainer App
 4+",20.3 MB,English,Entertainment,4+,"[1617775851, 6463116716, 1644852399, 1625877453, 6446272131, 6450421957, 6467196564, 1614679447, 6445838894, 6448514591, 1498829744, 6449196899, 1590506834]",[1619046920]
6450421957,"Cat Translator: Human to Meow
 4+",25 MB,"English, French, Russian, Simplified Chinese, Turkish, Ukrainian",Entertainment,4+,"[1617775851, 6463116716, 1644852399, 1625877453, 1658522610, 6446272131, 6467196564, 1658791988, 1463219236, 1659564402, 1502900991, 1196793884, 6480071408]",[1619046920]
6463116716,"Water Eject ????? Speaker Cleaner
 4+",30.2 MB,English,Utilities,4+,"[1617775851, 1644852399, 1625877453, 1658522610, 6446272131, 6450421957, 6467196564, 6446887475, 1624503135, 6469706215, 6462873536, 6449538391, 6475045598]",[1619046920]
1439867431,"CYLINDEX
 4+",21.1 MB,English,Productivity,4+,"[1439867430, 1545496130, 1665931245, 6444663290, 1558421423, 1373905801, 1533841239]",[1619046920]
1644344857,"Girl Games 3D Phone Case Maker
 4+",315.4 MB,"English, French, German, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",Games,4+,"[1621511810, 1609919089, 1580154079, 1595777890, 6444011837, 1641330964, 6444178963]",[1619046920]
1545389315,"Phone iCall Recorder Auto
 4+",43 MB,"English, Arabic, Malay, Russian, Ukrainian, Vietnamese",Business,4+,"[1492918545, 1144341450, 1579974316, 1450776388, 1240424929, 1540723861, 1570774422]",[1619046920]
1406044199,"US Jobs
 4+",20.2 MB,English,Business,4+,"[1339114253, 1406044896, 1406045890, 1406046504, 1406045150, 1406045428, 6444681995, 6443491698, 737292153, 1585410079, 1580036952, 1374123218]",[1619046920]
1672833802,"Mobile Protection for iPhone
 4+",28.9 MB,"English, German, Korean, Simplified Chinese",Productivity,4+,"[1666474477, 1671980849, 6445982335, 6478457556, 6445874386, 6446248927, 1669903479, 6466960698, 1553438508, 1553642022, 1448853386, 1464394174, 1664212760]",[1619046920]
1661118018,"Euro Truck - Driving Simulator
 4+",1 GB,"English, French, German, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",Games,4+,"[1621511810, 6449869486, 6450989173, 6463798258, 1610550749, 6443450990, 1641649061]",[1619046920]
1612314603,"Ride United Driver
 4+",241.3 MB,English,Business,4+,"[1213696038, 1421834657, 1615037190, 6471483670, 6450174191, 6473544881, 6470363059, 1636285825, 1370016011, 1184832545, 1579680318, 1183696602, 6443800297]",[6451037640]
6452727600,"4x4 Car Driving School Sim 3D
 4+",325.9 MB,"English, French, German, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",Games,4+,"[1621511810, 6443450990, 6456410780, 1611329617, 6463116127, 6452678247, 6467694050]",[6451037640]
6444176871,"Firetruck games ????? Emergency HQ
 4+",83.7 MB,English,Games,4+,"[1621511810, 1661118018, 6452727600, 1644344857, 1643464969, 1635919817, 6446312903, 6445949291, 6450002109, 1175251692, 1180985658, 1631305396, 6450380908]",[6451037640]
6451358082,"Mix Merge Toilet Monster
 4+",81.1 MB,English,Games,4+,"[1653234972, 6448782912, 6445817051, 6444226742, 6471874798, 1660567542, 6450699116, 6450669609, 6451037640, 6451134249, 6451302685, 6461163151, 6450266885]",[6451037640]
1586453716,"Freedom Desktop Clock
 4+",62.2 MB,"English, Simplified Chinese",Productivity,4+,"[1559330975, 1594147048, 6444038498, 1594631287, 1560065921, 1629674188, 1540908023]",[1548615000]
1600901406,"ivySCI
 17+",37.2 MB,"English, Japanese, Simplified Chinese, Traditional Chinese",Productivity,17+,"[1600901408, 1603045684, 6447676025, 1603347840, 6445806100, 1619055819, 1564236678]",[1548615000]
1481557149,"????????????????????????????
 4+",134.1 MB,"English, Simplified Chinese, Traditional Chinese",Productivity,4+,"[454433917, 455235486, 1535414504, 1548615000, 1492890979, 6447082244, 1469330189, 468630782, 6446980606, 456868500, 507944293]","[1548615000, 1548615000, 1535414504]"
1449228373,"72????????????????
 4+",160 MB,Simplified Chinese,Productivity,4+,"[1392907300, 6478655246, 1504417183, 6448767785, 1557182795, 6451409361, 1596898479, 6474536632, 1548615000, 1440568920, 1567139560, 1633867781]",[1548615000]
455235486,"MeiHua
 4+",11.3 MB,"English, Simplified Chinese, Traditional Chinese",Business,4+,"[454433917, 1481557149, 1535414504, 1548615000, 1492890979, 1592455869, 1584751945, 1540679448, 1624902039, 1559475886, 963018275]","[1548615000, 1548615000, 1492890979]"
1535414504,"??????????????????????????????????
 4+",139.2 MB,"English, Simplified Chinese, Traditional Chinese",Productivity,4+,"[454433917, 455235486, 1481557149, 1548615000, 1492890979, 1479325385, 1572386628, 1569537833, 1609200962, 468630782, 828918459]","[1548615000, 1548615000]"
468630782,"Mingdao
 4+",144.7 MB,"English, Japanese, Simplified Chinese, Traditional Chinese",Productivity,4+,"[870407940, 825276156, 1572386628, 1610957150, 1531425907, 1522259670, 1538087145, 1549120937, 1609200962, 943696067, 1002390818, 919808188, 954786634]","[1548615000, 1535414504]"
1469330189,"??????????????????????
 12+",146 MB,"English, Simplified Chinese",Productivity,12+,"[1468241358, 1481557149, 1548615000, 1519913249, 1529842057, 1411199252, 6479204138]",[1492890979]
1548615000,"??????????????????????????????????
 4+",136.8 MB,"English, Simplified Chinese, Traditional Chinese",Productivity,4+,"[454433917, 455235486, 1481557149, 1535414504, 1492890979, 1469330189, 1449228373, 6462838831, 1564858029, 1574305567, 1600901406]","[1492890979, 1535414504]"
1492890979,"????????????????????????????
 4+",140.1 MB,"English, Simplified Chinese, Traditional Chinese",Productivity,4+,"[454433917, 455235486, 1481557149, 1535414504, 1548615000, 1546530435, 1569537833, 1572386628, 1586453716, 468630782, 828918459]","[1492890979, 1535414504]"
1569537833,"??????????????????????????????????????????????
 4+",90.9 MB,"English, Simplified Chinese",Productivity,4+,"[511837736, 6466733523, 1590302171, 1484752763, 1545878878, 1594996151, 1613849461, 1550874842, 1607651436, 1488694940, 1009598921]","[1492890979, 1535414504]"
1546530435,"OneTodo - Personal Task System
 4+",123.4 MB,"English, Simplified Chinese, Traditional Chinese",Productivity,4+,"[1250290964, 1557099892, 1527355884, 1355476695, 1631977822, 1257395357, 1250290965, 1606571124, 1543178020, 1505296579, 1508737859, 1562940514, 1591349335]",[1492890979]
6462838831,"????????????????????????-????????????PPT?????WORD?????????????????????????????????????????????????????????????????????
 4+",78.8 MB,English,Productivity,4+,"[1703506780, 6473720677, 6475026225, 6483685453, 1629602099, 6450637851, 1594777148, 1670291397, 6444237969, 6469038042]",[1492890979]
1574305567,"????????????3D????????????????????????-????????????????????????????????????????????????????????????????
 4+",73.5 MB,Simplified Chinese,Productivity,4+,"[1501313091, 1550611302, 1543894052, 1525684187, 1543929866, 1576485569, 1428228300, 1587659179, 1527533001, 1053791609, 715478161]",[1492890979]
1572386628,"??????????????????????????????????
 4+",77.8 MB,"English, Simplified Chinese, Traditional Chinese",Productivity,4+,"[870407940, 468630782, 825276156, 1610957150, 1531425907, 1522259670, 1538087145, 6450663595, 1569949561, 1271646620, 1191748979, 1380244802, 1187138321]","[1492890979, 1535414504]"
1564858029,"Happy:Days
 4+",66.1 MB,"English, Japanese, Simplified Chinese, Traditional Chinese",Productivity,4+,"[1560604816, 1560604814, 1595313870, 1662454742, 6469688331, 1610744717, 1671092664, 1603963061]",[1492890979]
828918459,"Nimbus Note
 4+",89.5 MB,"English, German, Japanese, Russian, Spanish",Productivity,4+,"[938042715, 1436769674, 1389634515, 1544027013, 1530030207, 1195392808, 1541605051]","[1535414504, 1535414504]"
1479325385,"??????????????????????????????????
 4+",24.7 MB,"English, Arabic, French, German, Hindi, Italian, Japanese, Korean, Malay, Russian, Simplified Chinese, Traditional Chinese",Productivity,4+,"[1479325384, 1517369636, 1197811697, 1255569882, 6443831421, 1534869072, 1596771139]",[1535414504]
1609200962,"??????????????????????
 4+",75.9 MB,English,Productivity,4+,"[1609200964, 1544921438, 468630782, 1671473432, 1640023163, 1501111134, 1002390818, 1597889094]",[1535414504]
6470216676,"Houston Metro
 4+",1.2 MB,English,Navigation,4+,"[1627935484, 6451055649, 6443765603, 1620968134, 1058756853, 6444927077, 532621754, 1572396338, 1672644349]",[1535414504]
6451055649,"Tenki Weather
 4+",3.6 MB,English,Weather,4+,"[1627935484, 6470216676, 6443765603, 1442160299, 6466212079, 1640489236, 6467480762, 1367370824, 1590765914]",[6443765603]
6448637148,"Oasis: Your weather
 4+",23.6 MB,Italian,Weather,4+,"[1678600356, 6449776061, 6468503709, 6499470860, 6446650778, 6472477868, 1600913706, 6467480762, 1161186194, 1668535459, 1602147087]",[6443765603]
1606888089,"Minic Weather
 4+",4.7 MB,"English, German, Hungarian",Weather,4+,"[1457243089, 1528410668, 1332306505, 1659273291, 1543643847, 6444268240, 1161186194, 1438714065]",[6443765603]
6466212079,"Weather Whisper
 4+",21.7 MB,"English, Arabic, French, German, Spanish",Weather,4+,"[1703442211, 6462810238, 927629308, 1621651845, 1543643847, 6449012241, 6446125842, 6466640787]",[6443765603]
6480114206,"Simple Weather Info
 4+",32.9 MB,English,Weather,4+,"[1723990178, 6475341494, 1660223893, 6444268240, 1611174791, 469792911, 6464798240, 1220273568]",[6443765603]
6479410764,"Live Weather - Widget, Radar
 4+",63.5 MB,English,Weather,4+,"[1735926583, 6443624296, 6463474182, 1611174791, 6478528395, 1477762868, 1543133562]",[6443765603]
1637487828,"Weather Station Live
 4+",754.7 KB,English,Weather,4+,"[398370680, 455707813, 1644401194, 574893695, 1233598658, 477479209, 6499233780, 1490644437, 6473121427, 1482553314, 1481447415, 936669093]",[6443765603]
6469091721,"???????????-Crush????????????????????????????????????APP
 17+",192.6 MB,"English, Simplified Chinese",Social Networking,17+,"[1711518315, 6477788481, 6462991561, 6473225892, 1549142708, 6468987596, 6478204760]",[6443765603]
6473225892,"??????????????????????????????????
 17+",186.8 MB,Simplified Chinese,Social Networking,17+,"[1718668896, 6451309042, 6449520227, 6468987596, 6449596993, 1488788827, 6451140501]",[6451035860]
6451309042,"??????????????????????
 17+",200.7 MB,"English, Arabic, Simplified Chinese",Social Networking,17+,"[1697476354, 6473225892, 6449596993, 6449520227, 6468987596, 6451140501, 1488788827]",[6451035860]
6449520227,"????????????????????????-????????????????????????????????????????????????????
 17+",125.7 MB,Simplified Chinese,Social Networking,17+,"[1649293239, 6451309042, 1488788827, 6473225892, 6468987596, 6449596993, 6451140501]",[6451035860]
1579997029,"????????????????????????-????????????????????????????????????????????????????????????????????????????
 17+",94.3 MB,"English, French, German, Hindi, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Social Networking,17+,"[1330559257, 1166786765, 1241204798, 1254299999, 6478204760, 6462981081, 6476404447, 6443876449, 1623786430, 6479381963]",[6451035860]
6462981081,"??????????????????????????????-??????????????????????????????????????????????????????????
 17+",81.2 MB,English,Social Networking,17+,"[1690127224, 6475773861, 6449709441, 6478204760, 6446168502, 6476404447, 1669388435, 1673749856, 6443892796]",[6451035860]
1441407629,"Gin Rummy: Ultimate Card Game
 12+",248.3 MB,English,Games,12+,"[1432465313, 6443542566, 1438737262, 1595585077, 1232602224, 1612643626, 1645503991, 1447807669, 1178142229, 1390476599, 338402947, 1476815984, 558207346]",[6451035860]
6443542566,"Tickets: Ride On?????!?????
 4+",106.3 MB,English,Games,4+,"[1432465313, 1441407629, 1438737262, 1595585077, 1232602224, 1612643626, 1645503991, 1503984854, 1556196882, 1476461085, 530090434, 999392046, 1354945642]",[6450887669]
1438737262,"Rummy: Indian Rummy Card Game
 17+",172.8 MB,English,Games,17+,"[1432465313, 1441407629, 6443542566, 1595585077, 1232602224, 1612643626, 1645503991, 1042574090, 1458477841, 1451080430, 1629366974, 824748752, 1436811804]",[6450887669]
6452945911,"BingoSlots-Bonus Bigwin
 17+",592.9 MB,English,Games,17+,"[1699117148, 6451484736, 6473576539, 1532212832, 6447222905, 6445880266, 6462757576]",[6450887669]
6462757576,"Slots Master??????-Jackpot Big Win
 17+",585.3 MB,English,Games,17+,"[1550872650, 1622517049, 1549117841, 1596066637, 1585081576, 1550872648, 1549117314, 6451234347, 6450390151, 6452945911, 6451484736, 6473576539, 1598099888]",[6450887669]
1595585077,"Defend Your Fortune
 4+",175.8 MB,English,Games,4+,"[1432465313, 1441407629, 6443542566, 1438737262, 1232602224, 1612643626, 1645503991, 1445442553, 1567186753, 1585057041, 1503984854, 1556196882, 789382449]",[6450887669]
1232602224,"29 Card Game: Offline Fun Game
 17+",50.1 MB,English,Games,17+,"[1432465313, 1441407629, 6443542566, 1438737262, 1595585077, 1612643626, 1645503991, 1486317140, 1582595099, 1568975946, 1638717691, 1114516766, 6443468231]",[6450887669]
1612643626,"Rummy 500?????!?????
 17+",190.3 MB,English,Games,17+,"[1432465313, 1441407629, 6443542566, 1438737262, 1595585077, 1232602224, 1645503991, 1539848249, 1550450021, 6450341837, 1548925182, 1164298646, 1609397250]",[6450887669]
1632075035,"Domino Silver
 4+",196.1 MB,English,Games,4+,"[1450344687, 1672039090, 6483535844, 1529658113, 1495091848, 1544835965, 1555714808, 1625089761, 6450887669, 6447260402, 1579857533, 641797733, 1607682485]",[6450887669]
6469043289,"lucky cube - happy box
 17+",45.1 MB,English,Games,17+,"[1700067519, 6469669907, 6499511923, 6450887669, 6473883538, 6468480994, 1573860999]",[6450887669]
6499511923,"AlpMP
 4+",21.1 MB,English,Games,4+,"[1743723858, 6497716184, 6497792948, 6483253776, 6499185380, 6502513455, 6480403435]",[6450887669]
6499185380,"Europe Champion: Penalty
 4+",14.4 MB,English,Games,4+,"[1742685925, 6501984536, 6483253776, 6480403435, 6497716184, 6497792948, 6499511923, 6502513455]",[6450887669]
1643131813,"Screenshot Snapshot: NexSnap
 4+",35.7 MB,English,Graphics & Design,4+,"[1048810415, 1621225567, 1630178233, 6444951894, 1592728145, 1593078015, 6465250424, 6449442080]",[1621225567]
1519974040,"Kagi KeePass Password Manager
 4+",4.5 MB,"English, Dutch, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Turkish",Productivity,4+,"[1519974042, 6448712640, 1258708743, 1545396543, 992127212, 1520386245, 1494525431]",[1621225567]
